State_name,County_name,Concat,CrimeRate,CrimeRate,LAND_AREA,Tot_Population_ACS_14_18,PopulationDensity(P/sqMi),Median_Age_ACS_14_18,Poverty%2018
Oklahoma,AlfalfaCounty,OklahomaAlfalfa,#N/A,#N/A,866.454,5857,6.76,42.9,7%
NorthDakota,PembinaCounty,NorthDakotaPembina,#N/A,#N/A,1118.692,7016,6.27,47.9,7%
NorthDakota,RansomCounty,NorthDakotaRansom,#N/A,#N/A,862.357,5361,6.22,46.4,6%
NorthDakota,MountrailCounty,NorthDakotaMountrail,#N/A,#N/A,1825.297,10152,5.56,33.5,10%
Louisiana,Cameron,LouisianaCameron,17,#N/A,1284.886,6868,5.35,44.5,10%
NorthDakota,FosterCounty,NorthDakotaFoster,#N/A,#N/A,635.452,3290,5.18,45.6,7%
Oklahoma,HarmonCounty,OklahomaHarmon,#N/A,#N/A,537.195,2721,5.07,41,15%
NorthDakota,BensonCounty,NorthDakotaBenson,#N/A,#N/A,1388.707,6886,4.96,30.5,35%
Oklahoma,DeweyCounty,OklahomaDewey,#N/A,#N/A,999.477,4918,4.92,40.2,17%
NorthDakota,McLeanCounty,NorthDakotaMcLean,#N/A,#N/A,2110.877,9608,4.55,46.1,8%
NorthDakota,McKenzieCounty,NorthDakotaMcKenzie,#N/A,#N/A,2760.324,12536,4.54,30.7,13%
NorthDakota,SargentCounty,NorthDakotaSargent,#N/A,#N/A,858.513,3883,4.52,45.1,4%
Oklahoma,GrantCounty,OklahomaGrant,#N/A,#N/A,1000.871,4418,4.41,43.3,9%
NorthDakota,DickeyCounty,NorthDakotaDickey,#N/A,#N/A,1131.471,4970,4.39,43.1,5%
Alaska,Matanuska-SusitnaBorough,AlaskaMatanuska-SusitnaBorough,#N/A,#N/A,24607.894,103464,4.2,35,10%
NorthDakota,PierceCounty,NorthDakotaPierce,#N/A,#N/A,1018.601,4210,4.13,45.8,16%
NorthDakota,SiouxCounty,NorthDakotaSioux,#N/A,#N/A,1094.094,4413,4.03,28.2,36%
NorthDakota,BottineauCounty,NorthDakotaBottineau,#N/A,#N/A,1668.421,6589,3.95,45.1,10%
Oklahoma,HarperCounty,OklahomaHarper,#N/A,#N/A,1039.017,3847,3.7,38,10%
NorthDakota,EddyCounty,NorthDakotaEddy,#N/A,#N/A,630.17,2313,3.67,44,13%
Alaska,KenaiPeninsulaBorough,AlaskaKenaiPeninsulaBorough,#N/A,#N/A,16075.334,58220,3.62,40.8,12%
NorthDakota,LaMoureCounty,NorthDakotaLaMoure,#N/A,#N/A,1145.943,4100,3.58,48.4,11%
Oklahoma,EllisCounty,OklahomaEllis,#N/A,#N/A,1231.515,4072,3.31,44.1,17%
Oklahoma,RogerMillsCounty,OklahomaRogerMills,#N/A,#N/A,1141.135,3708,3.25,40.5,19%
NorthDakota,GriggsCounty,NorthDakotaGriggs,#N/A,#N/A,708.815,2266,3.2,50.2,8%
NorthDakota,WellsCounty,NorthDakotaWells,#N/A,#N/A,1271.047,4055,3.19,52.1,7%
NorthDakota,McHenryCounty,NorthDakotaMcHenry,#N/A,#N/A,1873.955,5927,3.16,42.8,9%
Alaska,SitkaCityandBorough,AlaskaSitkaCityandBorough,#N/A,#N/A,2870.338,8738,3.04,38.8,7%
Oklahoma,BeaverCounty,OklahomaBeaver,#N/A,#N/A,1814.673,5415,2.98,40.3,12%
NorthDakota,NelsonCounty,NorthDakotaNelson,#N/A,#N/A,981.775,2920,2.97,52.9,10%
NorthDakota,RenvilleCounty,NorthDakotaRenville,#N/A,#N/A,877.053,2495,2.84,41,5%
Alaska,KetchikanGatewayBorough,AlaskaKetchikanGatewayBorough,#N/A,#N/A,4858.415,13804,2.84,39.6,10%
NorthDakota,BowmanCounty,NorthDakotaBowman,#N/A,#N/A,1161.807,3195,2.75,41.4,8%
NorthDakota,McIntoshCounty,NorthDakotaMcIntosh,#N/A,#N/A,974.733,2654,2.72,53.5,8%
NorthDakota,SteeleCounty,NorthDakotaSteele,#N/A,#N/A,712.216,1910,2.68,50.5,6%
NorthDakota,CavalierCounty,NorthDakotaCavalier,#N/A,#N/A,1488.75,3824,2.57,49.9,10%
NorthDakota,OliverCounty,NorthDakotaOliver,#N/A,#N/A,722.511,1837,2.54,50,9%
NorthDakota,AdamsCounty,NorthDakotaAdams,#N/A,#N/A,987.619,2351,2.38,46.1,8%
Alaska,SkagwayMunicipality,AlaskaSkagwayMunicipality,#N/A,#N/A,452.325,1061,2.35,38.5,5%
NorthDakota,HettingerCounty,NorthDakotaHettinger,#N/A,#N/A,1132.221,2576,2.28,45.1,9%
NorthDakota,EmmonsCounty,NorthDakotaEmmons,#N/A,#N/A,1510.435,3352,2.22,52.6,10%
NorthDakota,TownerCounty,NorthDakotaTowner,#N/A,#N/A,1024.561,2246,2.19,47.8,12%
NorthDakota,DunnCounty,NorthDakotaDunn,#N/A,#N/A,2008.46,4387,2.18,38.8,9%
Alaska,KodiakIslandBorough,AlaskaKodiakIslandBorough,#N/A,#N/A,6549.579,13649,2.08,33.5,9%
NorthDakota,BurkeCounty,NorthDakotaBurke,#N/A,#N/A,1103.567,2213,2.01,34.6,7%
NorthDakota,LoganCounty,NorthDakotaLogan,#N/A,#N/A,992.818,1927,1.94,52.6,7%
NorthDakota,GoldenValleyCounty,NorthDakotaGoldenValley,#N/A,#N/A,1000.787,1882,1.88,44.6,6%
NorthDakota,DivideCounty,NorthDakotaDivide,#N/A,#N/A,1260.786,2369,1.88,54,13%
NorthDakota,KidderCounty,NorthDakotaKidder,#N/A,#N/A,1351.189,2460,1.82,45.2,10%
Alaska,BristolBayBorough,AlaskaBristolBayBorough,#N/A,#N/A,503.843,890,1.77,41.8,6%
Alaska,PrinceofWales-HyderCensusArea,AlaskaPrinceofWales-HyderCensusArea,#N/A,#N/A,3922.873,6474,1.65,41,15%
NorthDakota,SheridanCounty,NorthDakotaSheridan,#N/A,#N/A,972.379,1405,1.44,51.5,14%
NorthDakota,GrantCounty,NorthDakotaGrant,#N/A,#N/A,1659.139,2380,1.43,51.9,12%
Alaska,AleutiansWestCensusArea,AlaskaAleutiansWestCensusArea,#N/A,#N/A,4390.276,5750,1.31,37.6,8%
Oklahoma,CimarronCounty,OklahomaCimarron,#N/A,#N/A,1834.738,2189,1.19,43,16%
Alaska,HainesBorough,AlaskaHainesBorough,#N/A,#N/A,2318.6,2518,1.09,44.9,9%
Alaska,WrangellCityandBorough,AlaskaWrangellCityandBorough,#N/A,#N/A,2541.483,2484,0.98,49.5,8%
NorthDakota,BillingsCounty,NorthDakotaBillings,#N/A,#N/A,1148.853,946,0.82,40.6,9%
NorthDakota,SlopeCounty,NorthDakotaSlope,#N/A,#N/A,1214.922,704,0.58,50.8,6%
Alaska,AleutiansEastBorough,AlaskaAleutiansEastBorough,#N/A,#N/A,6981.943,3425,0.49,42.7,15%
Alaska,KusilvakCensusArea,AlaskaKusilvakCensusArea,#N/A,#N/A,17081.433,8198,0.48,23.8,40%
Alaska,BethelCensusArea,AlaskaBethelCensusArea,#N/A,#N/A,40570.003,18040,0.44,27.1,27%
Alaska,NomeCensusArea,AlaskaNomeCensusArea,#N/A,#N/A,22961.762,9925,0.43,28.1,22%
Alaska,SoutheastFairbanksCensusArea,AlaskaSoutheastFairbanksCensusArea,#N/A,#N/A,24768.807,6876,0.28,36.3,11%
Alaska,Valdez-CordovaCensusArea,AlaskaValdez-CordovaCensusArea,#N/A,#N/A,34239.879,9301,0.27,39,8%
Alaska,DillinghamCensusArea,AlaskaDillinghamCensusArea,#N/A,#N/A,18568.778,4975,0.27,30.3,17%
Alaska,NorthwestArcticBorough,AlaskaNorthwestArcticBorough,#N/A,#N/A,35572.584,7734,0.22,27.2,25%
Alaska,DenaliBorough,AlaskaDenaliBorough,#N/A,#N/A,12751.41,2232,0.18,43.1,17%
Alaska,NorthSlopeBorough,AlaskaNorthSlopeBorough,#N/A,#N/A,88695.413,9797,0.11,34.8,9%
Alaska,YakutatCityandBorough,AlaskaYakutatCityandBorough,#N/A,#N/A,7649.457,689,0.09,36.4,7%
Alaska,LakeandPeninsulaBorough,AlaskaLakeandPeninsulaBorough,#N/A,#N/A,23652.009,1375,0.06,33.5,16%
Alaska,Yukon-KoyukukCensusArea,AlaskaYukon-KoyukukCensusArea,#N/A,#N/A,145504.79,5415,0.04,35.3,25%
Alaska,Hoonah-AngoonCensusArea,AlaskaHoonah-AngoonCensusArea,#N/A,#N/A,7524.914,,-,,#DIV/0!
Alaska,PetersburgCensusArea,AlaskaPetersburgCensusArea,#N/A,#N/A,3281.982,,-,,#DIV/0!
Virginia,Bedfordcity,VirginiaBedfordcity,#N/A,#N/A,6.879,,-,,#DIV/0!
California,LosAngelesCounty,CaliforniaLosAngeles,49549,49549,4057.884,10098052,"2,488.50",36.2,16%
Texas,HarrisCounty,TexasHarris,33021,33021,1703.474,4602523,"2,701.85",33.3,16%
Illinois,CookCounty,IllinoisCook,31925,31925,945.331,5223719,"5,525.81",36.6,15%
Michigan,WayneCounty,MichiganWayne,17798,17798,612.068,1761382,"2,877.76",37.9,23%
Arizona,MaricopaCounty,ArizonaMaricopa,17044,17044,9200.142,4253913,462.37,36.1,15%
Florida,Miami-DadeCounty,FloridaMiami-Dade,16263,16263,1897.709,2715516,"1,430.94",39.7,18%
Nevada,ClarkCounty,NevadaClark,15983,15983,7891.429,2141574,271.38,37.1,14%
Pennsylvania,PhiladelphiaCounty,PennsylvaniaPhiladelphia,15673,15673,134.104,1575522,"11,748.51",34.3,24%
NewYork,KingsCounty,NewYorkKings,15395,15395,70.823,2600747,"36,721.79",35.1,21%
NewYork,QueensCounty,NewYorkQueens,13850,13850,108.51,2298513,"21,182.50",38.7,13%
Tennessee,ShelbyCounty,TennesseeShelby,12685,12685,763.17,937005,"1,227.78",35.4,20%
Texas,DallasCounty,TexasDallas,12252,12252,871.247,2586552,"2,968.79",33.3,16%
Indiana,MarionCounty,IndianaMarion,11459,11459,396.284,944523,"2,383.45",34.4,19%
California,SanDiegoCounty,CaliforniaSanDiego,10772,10772,4206.634,3302833,785.15,35.6,12%
California,AlamedaCounty,CaliforniaAlameda,10242,10242,739.004,1643700,"2,224.21",37.4,10%
Texas,BexarCounty,TexasBexar,10087,10087,1239.816,1925865,"1,553.35",33.4,16%
Wisconsin,MilwaukeeCounty,WisconsinMilwaukee,9770,9770,241.397,954209,"3,952.86",34.7,19%
Maryland,Baltimorecity,MarylandBaltimorecity,9726,9726,80.949,614700,"7,593.67",35.1,21%
NewYork,NewYorkCounty,NewYorkNewYork,9634,9634,22.836,1632480,"71,487.13",37.3,16%
California,SanBernardinoCounty,CaliforniaSanBernardino,9375,9375,20056.951,2135413,106.47,33.1,17%
NewYork,BronxCounty,NewYorkBronx,8486,8486,42.094,1437872,"34,158.60",33.9,28%
Florida,OrangeCounty,FloridaOrange,8345,8345,903.426,1321194,"1,462.43",34.9,16%
Missouri,JacksonCounty,MissouriJackson,8024,8024,604.463,692003,"1,144.82",36.7,15%
Texas,TarrantCounty,TexasTarrant,7977,7977,863.607,2019977,"2,339.00",34.3,13%
Georgia,FultonCounty,GeorgiaFulton,7747,7747,526.635,1021902,"1,940.44",35.4,15%
California,SacramentoCounty,CaliforniaSacramento,7593,7593,964.65,1510023,"1,565.36",36,16%
Florida,BrowardCounty,FloridaBroward,7570,7570,1209.791,1909151,"1,578.08",40.1,13%
Tennessee,DavidsonCounty,TennesseeDavidson,7454,7454,504.029,684017,"1,357.10",34.3,16%
Washington,KingCounty,WashingtonKing,7230,7230,2115.56,2163257,"1,022.55",37.1,9%
Ohio,CuyahogaCounty,OhioCuyahoga,6940,6940,457.195,1253783,"2,742.34",40.3,18%
California,RiversideCounty,CaliforniaRiverside,6854,6854,7206.488,2383286,330.71,35.3,15%
California,OrangeCounty,CaliforniaOrange,6766,6766,790.568,3164182,"4,002.42",37.8,11%
California,SanFranciscoCounty,CaliforniaSanFrancisco,6546,6546,46.883,870044,"18,557.77",38.2,11%
Florida,PalmBeachCounty,FloridaPalmBeach,6420,6420,1969.763,1446277,734.24,44.6,13%
NewMexico,BernalilloCounty,NewMexicoBernalillo,6385,6385,1160.837,677692,583.8,37.3,17%
NorthCarolina,MecklenburgCounty,NorthCarolinaMecklenburg,6039,6039,523.852,1054314,"2,012.62",35,12%
Florida,DuvalCounty,FloridaDuval,5961,5961,762.178,924229,"1,212.62",36.1,15%
Massachusetts,SuffolkCounty,MassachusettsSuffolk,5829,5829,58.157,791766,"13,614.29",32.7,18%
Missouri,St.Louiscity,MissouriSt.Louiscity,5760,5760,61.915,311273,"5,027.42",35.5,24%
California,SanJoaquinCounty,CaliforniaSanJoaquin,5676,5676,1391.32,732212,526.27,34.1,16%
Alabama,JeffersonCounty,AlabamaJefferson,5623,5623,1111.279,659892,593.81,37.7,17%
Minnesota,HennepinCounty,MinnesotaHennepin,5493,5493,553.575,1235478,"2,231.82",36.4,11%
California,FresnoCounty,CaliforniaFresno,5264,5264,5957.992,978130,164.17,32,24%
Ohio,FranklinCounty,OhioFranklin,5136,5136,532.186,1275333,"2,396.40",34,16%
California,SantaClaraCounty,CaliforniaSantaClara,5050,5050,1290.098,1922200,"1,489.96",37,8%
Pennsylvania,AlleghenyCounty,PennsylvaniaAllegheny,4856,4856,730.078,1225561,"1,678.67",40.8,12%
NewJersey,EssexCounty,NewJerseyEssex,4814,4814,126.212,793555,"6,287.48",37.5,16%
California,KernCounty,CaliforniaKern,4797,4797,8131.907,883053,108.59,31.5,21%
Arizona,PimaCounty,ArizonaPima,4761,4761,9187.033,1019722,111,38.3,17%
Georgia,DeKalbCounty,GeorgiaDeKalb,4717,4717,267.576,743187,"2,777.48",35.6,16%
Kentucky,JeffersonCounty,KentuckyJefferson,4676,4676,380.425,767154,"2,016.57",38.1,14%
Florida,PinellasCounty,FloridaPinellas,4412,4412,273.804,957875,"3,498.40",47.8,13%
Texas,TravisCounty,TexasTravis,4358,4358,990.188,1203166,"1,215.09",33.9,13%
Colorado,DenverCounty,ColoradoDenver,4309,4309,153.003,693417,"4,532.05",34.4,14%
Utah,SaltLakeCounty,UtahSaltLake,4261,4261,742.284,1120805,"1,509.94",32.6,10%
Maryland,BaltimoreCounty,MarylandBaltimore,4245,4245,598.301,827625,"1,383.29",39.3,9%
Florida,HillsboroughCounty,FloridaHillsborough,4195,4195,1020.205,1378883,"1,351.57",36.9,15%
Arkansas,PulaskiCounty,ArkansasPulaski,4170,4170,759.772,393463,517.87,36.9,17%
NewYork,ErieCounty,NewYorkErie,3931,3931,1042.693,919866,882.2,40.4,14%
Washington,PierceCounty,WashingtonPierce,3862,3862,1669.505,859840,515.03,36.1,11%
Maryland,PrinceGeorge'sCounty,MarylandPrinceGeorge's,3833,3833,482.698,906202,"1,877.37",36.8,9%
California,ContraCostaCounty,CaliforniaContraCosta,3773,3773,715.939,1133247,"1,582.88",39.4,9%
Oregon,MultnomahCounty,OregonMultnomah,3716,3716,431.289,798647,"1,851.77",37,15%
Kansas,SedgwickCounty,KansasSedgwick,3691,3691,997.522,512064,513.34,35.2,14%
Ohio,HamiltonCounty,OhioHamilton,3579,3579,405.905,812037,"2,000.56",36.8,16%
Missouri,St.LouisCounty,MissouriSt.Louis,3452,3452,507.812,998684,"1,966.64",40.3,9%
Massachusetts,WorcesterCounty,MassachusettsWorcester,3444,3444,1510.767,822280,544.28,40.1,10%
Ohio,LucasCounty,OhioLucas,3404,3404,340.861,432379,"1,268.49",37.9,19%
SouthCarolina,RichlandCounty,SouthCarolinaRichland,3252,3252,757.068,408263,539.27,33.2,15%
California,StanislausCounty,CaliforniaStanislaus,3096,3096,1494.838,539301,360.78,34,16%
Delaware,NewCastleCounty,DelawareNewCastle,3067,3067,426.293,555133,"1,302.23",38.1,11%
Texas,ElPasoCounty,TexasElPaso,3056,3056,1012.703,837654,827.15,32,21%
Massachusetts,MiddlesexCounty,MassachusettsMiddlesex,2923,2923,817.819,1595192,"1,950.54",38.5,8%
Massachusetts,HampdenCounty,MassachusettsHampden,2840,2840,617.149,469116,760.13,38.9,17%
Massachusetts,EssexCounty,MassachusettsEssex,2831,2831,492.57,781024,"1,585.61",40.8,10%
NewYork,RichmondCounty,NewYorkRichmond,2824,2824,58.38,474101,"8,120.95",40,13%
Florida,BrevardCounty,FloridaBrevard,2807,2807,1015.656,576808,567.92,47.2,13%
Massachusetts,BristolCounty,MassachusettsBristol,2798,2798,553.095,558905,"1,010.50",41,11%
Colorado,ElPasoCounty,ColoradoElPaso,2697,2697,2126.807,688153,323.56,34.1,11%
Michigan,GeneseeCounty,MichiganGenesee,2681,2681,636.977,409361,642.66,40.3,20%
Nebraska,DouglasCounty,NebraskaDouglas,2668,2668,328.462,554992,"1,689.67",34.5,12%
Connecticut,NewHavenCounty,ConnecticutNewHaven,2650,2650,604.505,859339,"1,421.56",40.1,12%
Texas,HidalgoCounty,TexasHidalgo,2622,2622,1570.864,849389,540.71,29.1,31%
SouthCarolina,GreenvilleCounty,SouthCarolinaGreenville,2618,2618,785.117,498402,634.81,38.1,12%
Texas,LubbockCounty,TexasLubbock,2563,2563,895.605,301454,336.59,30.7,18%
Maryland,AnneArundelCounty,MarylandAnneArundel,2551,2551,414.898,567696,"1,368.28",38.4,6%
Michigan,MacombCounty,MichiganMacomb,2527,2527,479.221,868704,"1,812.74",40.8,11%
Illinois,WinnebagoCounty,IllinoisWinnebago,2523,2523,513.363,286174,557.45,39.6,15%
Texas,NuecesCounty,TexasNueces,2467,2467,838.485,360486,429.93,35.3,16%
NewYork,MonroeCounty,NewYorkMonroe,2443,2443,657.202,744248,"1,132.45",38.9,14%
Florida,LeeCounty,FloridaLee,2432,2432,784.509,718679,916.09,48.1,14%
NewJersey,CamdenCounty,NewJerseyCamden,2374,2374,221.264,507367,"2,293.04",38.7,12%
Michigan,KentCounty,MichiganKent,2367,2367,846.94,643140,759.37,35.1,12%
Hawaii,HonoluluCounty,HawaiiHonolulu,2366,2366,600.739,987638,"1,644.04",37.6,8%
Connecticut,HartfordCounty,ConnecticutHartford,2361,2361,735.101,894730,"1,217.15",40.4,11%
Tennessee,HamiltonCounty,TennesseeHamilton,2353,2353,542.43,357546,659.16,39.6,13%
NorthCarolina,GuilfordCounty,NorthCarolinaGuilford,2344,2344,645.707,523582,810.87,37.1,15%
NewJersey,HudsonCounty,NewJerseyHudson,2302,2302,46.201,668631,"14,472.22",35.1,16%
Tennessee,KnoxCounty,TennesseeKnox,2285,2285,508.218,456185,897.62,37.3,15%
Minnesota,RamseyCounty,MinnesotaRamsey,2275,2275,152.21,541493,"3,557.54",34.9,14%
Alabama,MobileCounty,AlabamaMobile,2273,2273,1229.439,414659,337.27,37.6,19%
Pennsylvania,DelawareCounty,PennsylvaniaDelaware,2230,2230,183.844,563527,"3,065.25",39,10%
Missouri,GreeneCounty,MissouriGreene,2221,2221,675.299,288429,427.11,36,17%
Connecticut,FairfieldCounty,ConnecticutFairfield,2219,2219,624.896,944348,"1,511.21",40.3,9%
Michigan,OaklandCounty,MichiganOakland,2213,2213,867.664,1250843,"1,441.62",40.9,9%
Florida,PolkCounty,FloridaPolk,2204,2204,1797.841,668671,371.93,40.3,16%
Florida,VolusiaCounty,FloridaVolusia,2201,2201,1101.029,527634,479.22,46.5,15%
Alabama,MadisonCounty,AlabamaMadison,2155,2155,801.588,357560,446.06,38.5,13%
NewYork,WestchesterCounty,NewYorkWestchester,2149,2149,430.501,968815,"2,250.44",40.8,9%
Florida,LeonCounty,FloridaLeon,2123,2123,666.849,288102,432.03,30.7,19%
NorthCarolina,ForsythCounty,NorthCarolinaForsyth,2122,2122,408.142,371573,910.4,38.3,17%
Colorado,ArapahoeCounty,ColoradoArapahoe,2082,2082,798.088,636671,797.75,36.5,9%
Ohio,MontgomeryCounty,OhioMontgomery,2081,2081,461.558,532034,"1,152.69",39.3,17%
California,SolanoCounty,CaliforniaSolano,2066,2066,821.762,438530,533.65,37.9,10%
Florida,EscambiaCounty,FloridaEscambia,2060,2060,656.467,311522,474.54,37.2,13%
California,VenturaCounty,CaliforniaVentura,2042,2042,1843.14,848112,460.15,37.9,9%
NorthCarolina,DurhamCounty,NorthCarolinaDurham,1996,1996,285.974,306457,"1,071.63",35.2,15%
Georgia,GwinnettCounty,GeorgiaGwinnett,1980,1980,430.386,902298,"2,096.49",35.1,11%
NewJersey,UnionCounty,NewJerseyUnion,1976,1976,102.849,553066,"5,377.46",38.5,10%
RhodeIsland,ProvidenceCounty,RhodeIslandProvidence,1976,1976,409.504,634533,"1,549.52",37.3,16%
Georgia,CobbCounty,GeorgiaCobb,1962,1962,339.547,745057,"2,194.27",36.5,10%
Nevada,WashoeCounty,NevadaWashoe,1962,1962,6302.37,450486,71.48,38.1,12%
NewYork,NassauCounty,NewYorkNassau,1949,1949,284.71,1356564,"4,764.72",41.6,6%
NewJersey,PassaicCounty,NewJerseyPassaic,1944,1944,184.589,504041,"2,730.61",37,16%
Florida,ManateeCounty,FloridaManatee,1874,1874,742.932,373853,503.21,48,12%
NewYork,SuffolkCounty,NewYorkSuffolk,1857,1857,912.059,1487901,"1,631.36",41.3,7%
California,SonomaCounty,CaliforniaSonoma,1845,1845,1575.846,501317,318.13,41.7,10%
California,MontereyCounty,CaliforniaMonterey,1828,1828,3280.601,433212,132.05,34.1,14%
Iowa,PolkCounty,IowaPolk,1826,1826,573.793,474274,826.56,35.3,11%
Colorado,AdamsCounty,ColoradoAdams,1825,1825,1167.648,497115,425.74,33.6,11%
Indiana,LakeCounty,IndianaLake,1808,1808,498.964,486849,975.72,38.7,16%
Maryland,MontgomeryCounty,MarylandMontgomery,1800,1800,491.27,1040133,"2,117.23",39,7%
Texas,JeffersonCounty,TexasJefferson,1797,1797,876.303,255210,291.23,36,17%
NorthCarolina,CumberlandCounty,NorthCarolinaCumberland,1790,1790,652.316,332106,509.12,31.2,17%
California,TulareCounty,CaliforniaTulare,1756,1756,4824.21,460477,95.45,30.8,25%
SouthCarolina,HorryCounty,SouthCarolinaHorry,1748,1748,1133.9,320915,283.02,45.2,16%
Massachusetts,PlymouthCounty,MassachusettsPlymouth,1743,1743,659.073,512135,777.05,42.6,7%
Texas,FortBendCounty,TexasFortBend,1738,1738,861.482,739342,858.22,36,8%
Michigan,InghamCounty,MichiganIngham,1735,1735,556.114,289564,520.69,31.8,19%
Washington,SpokaneCounty,WashingtonSpokane,1729,1729,1763.791,497875,282.28,37.5,14%
Georgia,ClaytonCounty,GeorgiaClayton,1716,1716,141.572,278666,"1,968.37",32.4,20%
Ohio,SummitCounty,OhioSummit,1689,1689,412.754,541810,"1,312.67",40.9,13%
SouthCarolina,CharlestonCounty,SouthCarolinaCharleston,1653,1653,916.087,394708,430.86,37.6,14%
Mississippi,HindsCounty,MississippiHinds,1614,1614,869.746,241774,277.98,34.4,21%
Florida,SeminoleCounty,FloridaSeminole,1603,1603,309.225,455086,"1,471.70",39.2,11%
California,SanMateoCounty,CaliforniaSanMateo,1598,1598,448.414,765935,"1,708.10",39.6,7%
Illinois,St.ClairCounty,IllinoisSt.Clair,1590,1590,657.761,263463,400.55,38.3,16%
Washington,SnohomishCounty,WashingtonSnohomish,1577,1577,2087.274,786620,376.86,37.8,8%
Illinois,SangamonCounty,IllinoisSangamon,1567,1567,868.301,197661,227.64,40,15%
Florida,PascoCounty,FloridaPasco,1502,1502,746.875,510593,683.64,44.6,13%
Virginia,Norfolkcity,VirginiaNorfolkcity,1487,1487,54.121,245592,"4,537.83",30.5,18%
California,MercedCounty,CaliforniaMerced,1487,1487,1934.972,269075,139.06,30.9,22%
NewYork,OnondagaCounty,NewYorkOnondaga,1485,1485,778.393,464242,596.41,39,14%
Tennessee,RutherfordCounty,TennesseeRutherford,1456,1456,619.358,307128,495.88,33.3,12%
Florida,AlachuaCounty,FloridaAlachua,1455,1455,875.016,263148,300.74,31.3,21%
Colorado,JeffersonCounty,ColoradoJefferson,1434,1434,764.21,570427,746.43,40.4,7%
Texas,CollinCounty,TexasCollin,1424,1424,841.229,944350,"1,122.58",36.6,7%
California,SantaBarbaraCounty,CaliforniaSantaBarbara,1411,1411,2735.085,443738,162.24,33.7,14%
NewJersey,MercerCounty,NewJerseyMercer,1392,1392,224.562,368762,"1,642.14",38.7,11%
Michigan,KalamazooCounty,MichiganKalamazoo,1391,1391,561.661,261573,465.71,34.2,16%
Texas,BellCounty,TexasBell,1375,1375,1051.016,342236,325.62,30.8,13%
Florida,OsceolaCounty,FloridaOsceola,1374,1374,1327.455,338619,255.09,35.8,16%
Texas,CameronCounty,TexasCameron,1351,1351,890.928,421750,473.38,31.5,30%
Texas,DentonCounty,TexasDenton,1321,1321,878.435,807047,918.73,35.2,8%
Virginia,Richmondcity,VirginiaRichmondcity,1310,1310,59.812,223787,"3,741.51",33.8,23%
California,ShastaCounty,CaliforniaShasta,1304,1304,3775.401,179085,47.43,41.8,17%
Florida,MarionCounty,FloridaMarion,1296,1296,1584.554,348371,219.85,48.6,16%
Georgia,ChathamCounty,GeorgiaChatham,1285,1285,426.44,287049,673.13,35.2,15%
Texas,EctorCounty,TexasEctor,1285,1285,897.69,158342,176.39,30.3,12%
Massachusetts,NorfolkCounty,MassachusettsNorfolk,1260,1260,396.106,698249,"1,762.78",40.9,6%
SouthCarolina,SpartanburgCounty,SouthCarolinaSpartanburg,1247,1247,807.927,302195,374.04,38.2,14%
NewJersey,MiddlesexCounty,NewJerseyMiddlesex,1246,1246,308.907,826698,"2,676.20",38.4,8%
Pennsylvania,BerksCounty,PennsylvaniaBerks,1243,1243,856.504,416642,486.44,39.9,12%
Michigan,SaginawCounty,MichiganSaginaw,1229,1229,800.116,192778,240.94,40.8,17%
Alabama,MontgomeryCounty,AlabamaMontgomery,1200,1200,784.245,226941,289.38,36.2,20%
SouthCarolina,AndersonCounty,SouthCarolinaAnderson,1167,1167,715.421,195995,273.96,40.7,15%
Kentucky,FayetteCounty,KentuckyFayette,1163,1163,283.65,318734,"1,123.69",34.4,17%
Wisconsin,DaneCounty,WisconsinDane,1162,1162,1197.238,529843,442.55,34.9,12%
Georgia,MuscogeeCounty,GeorgiaMuscogee,1160,1160,216.377,196670,908.92,33.9,20%
California,SanLuisObispoCounty,CaliforniaSanLuisObispo,1146,1146,3298.57,281455,85.33,39.1,13%
Indiana,St.JosephCounty,IndianaSt.Joseph,1136,1136,457.851,269240,588.05,36.5,15%
Kansas,WyandotteCounty,KansasWyandotte,1134,1134,151.606,164345,"1,084.03",33.7,20%
Ohio,StarkCounty,OhioStark,1120,1120,575.272,373475,649.21,41.9,13%
California,SantaCruzCounty,CaliforniaSantaCruz,1120,1120,445.17,273765,614.97,37.4,14%
WestVirginia,KanawhaCounty,WestVirginiaKanawha,1119,1119,901.587,185710,205.98,43.3,17%
Pennsylvania,MontgomeryCounty,PennsylvaniaMontgomery,1108,1108,483.035,821301,"1,700.29",41.3,6%
Illinois,WillCounty,IllinoisWill,1104,1104,836.908,688697,822.91,37.6,7%
Virginia,FairfaxCounty,VirginiaFairfax,1095,1095,390.969,1143529,"2,924.86",37.9,6%
Pennsylvania,DauphinCounty,PennsylvaniaDauphin,1094,1094,525.041,274515,522.84,39.8,12%
Tennessee,MontgomeryCounty,TennesseeMontgomery,1090,1090,539.173,196387,364.24,30.6,13%
Michigan,WashtenawCounty,MichiganWashtenaw,1089,1089,705.962,365961,518.39,33.4,13%
Indiana,AllenCounty,IndianaAllen,1088,1088,657.313,370016,562.92,35.8,14%
NewHampshire,HillsboroughCounty,NewHampshireHillsborough,1088,1088,876.141,411087,469.2,40.5,8%
NewYork,AlbanyCounty,NewYorkAlbany,1074,1074,522.801,307426,588.04,37.9,11%
Illinois,LakeCounty,IllinoisLake,1057,1057,443.669,703619,"1,585.91",38.2,8%
Texas,WebbCounty,TexasWebb,1031,1031,3361.486,272053,80.93,28.6,30%
